1, 248
2, 413
3, 536
4, 306
5, 421
6, 374
7, 420
8, 578
9, 667
10, 917
11, 616
12, 892
13, 1135
14, 1012
15, 840
16, 431
17, 338
18, 653
18, 1686
19, 1539
20, 1550
21, 1096
22, 1302
23, 2026
24, 1137
25, 1487
26, 1385
27, 2911
28, 2424
29, 3222
30, 2611
31, 3338
32, 3168
33, 2364
34, 3646
35, 3753
35, 2256
36, 4300
37, 3506
38, 4626

